PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-21-9,0,BarChart - all same color,-0.18469802,0.60754836,0.6
2014-11-20-21-9,1,BarChart - all same color,-0.043974154,0.9815502,0.99
2014-11-20-21-9,2,BarChart - mark w/color,-0.23585783,0.0127582,0.02
2014-11-20-21-9,3,BarChart - all same color,2.9964066,0.828551,0.75
2014-11-20-21-9,4,BarChart - all same color,0.49036592,0.962798,0.95
2014-11-20-21-9,5,BarChart - mark w/color,0.62619543,0.7758151,0.79
2014-11-20-21-9,6,BarChart - white,2.250512,0.4836648,0.53
2014-11-20-21-9,7,BarChart - all same color,0.26880524,0.9692019,0.98
2014-11-20-21-9,8,BarChart - all same color,1.4960896,0.06304229,0.09
2014-11-20-21-9,9,BarChart - all same color,1.235268,0.18770748,0.21
2014-11-20-21-9,10,BarChart - white,-0.24263033,0.962798,0.97
2014-11-20-21-9,11,BarChart - white,0.50531584,0.8370557,0.85
2014-11-20-21-9,12,BarChart - white,1.5909839,0.9588755,0.93
2014-11-20-21-9,13,BarChart - all different color,0.8645493,0.06304229,0.08
2014-11-20-21-9,14,BarChart - all different color,-1.2836235,0.60285765,0.6
2014-11-20-21-9,15,BarChart - all same color,2.7654903,0.9067479,0.84
2014-11-20-21-9,16,BarChart - mark w/color,2.2985544,0.38205355,0.43
2014-11-20-21-9,17,BarChart - white,3.2343123,0.60285765,0.51
2014-11-20-21-9,18,BarChart - white,2.9964066,0.828551,0.75
2014-11-20-21-9,19,BarChart - white,2.531708,0.5234244,0.58
2014-11-20-21-9,20,BarChart - all different color,0.8868855,0.0127582,0.03
2014-11-20-21-9,21,BarChart - all different color,3.8378162,0.6282626,0.77
2014-11-20-21-9,22,BarChart - mark w/color,2.7618294,0.5234244,0.59
2014-11-20-21-9,23,BarChart - all different color,1.7293234,0.34809276,0.38
2014-11-20-21-9,24,BarChart - white,2.338078,0.37068713,0.42
2014-11-20-21-9,25,BarChart - white,3.217036,0.6282626,0.72
2014-11-20-21-9,26,BarChart - all different color,1.4364353,0.7758151,0.75
2014-11-20-21-9,27,BarChart - all different color,-0.26782638,0.8370557,0.83
2014-11-20-21-9,28,BarChart - all different color,0.88377875,0.962798,0.98
2014-11-20-21-9,29,BarChart - mark w/color,-0.07209222,0.6282626,0.62
2014-11-20-21-9,30,BarChart - all same color,3.286662,0.4836648,0.58
2014-11-20-21-9,31,BarChart - all same color,2.9410932,0.3344507,0.41
2014-11-20-21-9,32,BarChart - all same color,0.29554224,0.06897654,0.08
2014-11-20-21-9,33,BarChart - all different color,0.9949745,0.07131955,0.09
2014-11-20-21-9,34,BarChart - mark w/color,0.98368025,0.23147497,0.25
2014-11-20-21-9,35,BarChart - all same color,2.051991,0.32978222,0.37
2014-11-20-21-9,36,BarChart - all same color,3.1676896,0.58138937,0.67
2014-11-20-21-9,37,BarChart - mark w/color,2.3179011,0.58138937,0.63
2014-11-20-21-9,38,BarChart - white,3.1176832,0.3344507,0.42
2014-11-20-21-9,39,BarChart - all same color,2.8027112,0.23147497,0.3
2014-11-20-21-9,40,BarChart - all same color,2.7618294,0.5234244,0.59
2014-11-20-21-9,41,BarChart - white,1.4960896,0.06304229,0.09
2014-11-20-21-9,42,BarChart - mark w/color,2.9740813,0.5426744,0.62
2014-11-20-21-9,43,BarChart - all different color,1.9101635,0.4836648,0.52
2014-11-20-21-9,44,BarChart - mark w/color,1.1553261,0.06897654,0.09
2014-11-20-21-9,45,BarChart - all different color,3.432931,0.9067479,0.8
2014-11-20-21-9,46,BarChart - all different color,3.0187137,0.52020556,0.6
2014-11-20-21-9,47,BarChart - mark w/color,1.5085305,0.962798,0.99
2014-11-20-21-9,48,BarChart - mark w/color,3.2749968,0.3344507,0.43
2014-11-20-21-9,49,BarChart - white,0.8868855,0.0127582,0.03
2014-11-20-21-9,50,BarChart - mark w/color,0.4374961,0.18770748,0.2
2014-11-20-21-9,51,BarChart - all same color,1.2114632,0.34809276,0.37
2014-11-20-21-9,52,BarChart - mark w/color,3.6335201,0.60285765,0.48
2014-11-20-21-9,53,BarChart - white,1.5782454,0.58138937,0.61
2014-11-20-21-9,54,BarChart - all same color,0.3073762,0.9588755,0.97
2014-11-20-21-9,55,BarChart - white,2.7776952,0.5426744,0.61
2014-11-20-21-9,56,BarChart - all same color,-1.1904169,0.116868235,0.12
2014-11-20-21-9,57,BarChart - white,1.2114632,0.34809276,0.37
2014-11-20-21-9,58,BarChart - all same color,1.7926307,0.1966054,0.23
2014-11-20-21-9,59,BarChart - all same color,3.0528922,0.6282626,0.71
2014-11-20-21-9,60,BarChart - all different color,2.1584854,0.1966054,0.24
2014-11-20-21-9,61,BarChart - all different color,3.3300257,0.37068713,0.47
2014-11-20-21-9,62,BarChart - mark w/color,3.1789198,0.37068713,0.46
2014-11-20-21-9,63,BarChart - all different color,3.1663141,0.23147497,0.32
2014-11-20-21-9,64,BarChart - all different color,1.6903485,0.06897654,0.1
2014-11-20-21-9,65,BarChart - all same color,2.5436373,0.8370557,0.78
2014-11-20-21-9,66,BarChart - all same color,1.2671716,0.82281893,0.8
2014-11-20-21-9,67,BarChart - white,0.356165,0.9815502,0.97
2014-11-20-21-9,68,BarChart - white,2.0117393,0.7109232,0.75
2014-11-20-21-9,69,BarChart - mark w/color,-0.09807912,0.34809276,0.34
2014-11-20-21-9,70,BarChart - all different color,1.1406535,0.9692019,0.99
2014-11-20-21-9,71,BarChart - white,-1.8756921,0.23147497,0.23
2014-11-20-21-9,72,BarChart - all same color,2.0201597,0.37068713,0.41
2014-11-20-21-9,73,BarChart - white,1.9422735,0.82281893,0.86
2014-11-20-21-9,74,BarChart - mark w/color,1.1406535,0.9692019,0.99
2014-11-20-21-9,75,BarChart - white,0.9408397,0.38205355,0.4
2014-11-20-21-9,76,BarChart - all different color,0.3073762,0.9588755,0.97
2014-11-20-21-9,77,BarChart - white,-0.3007618,0.116868235,0.11
2014-11-20-21-9,78,BarChart - white,-1.1063726,0.1966054,0.2
2014-11-20-21-9,79,BarChart - mark w/color,-1.1063726,0.1966054,0.2
2014-11-20-21-9,80,BarChart - white,1.6903485,0.06897654,0.1
2014-11-20-21-9,81,BarChart - mark w/color,2.6866522,0.116868235,0.18
2014-11-20-21-9,82,BarChart - all different color,1.9422735,0.82281893,0.86
2014-11-20-21-9,83,BarChart - mark w/color,-1.0247891,0.4836648,0.48
2014-11-20-21-9,84,BarChart - mark w/color,2.8287213,0.52020556,0.59
2014-11-20-21-9,85,BarChart - all different color,2.803248,0.828551,0.76
2014-11-20-21-9,86,BarChart - all different color,2.1224248,0.18770748,0.23
2014-11-20-21-9,87,BarChart - all different color,0.8934073,0.5426744,0.56
2014-11-20-21-9,88,BarChart - mark w/color,0.9855727,0.828551,0.81
2014-11-20-21-9,89,BarChart - mark w/color,0.356165,0.9815502,0.97
2014-11-20-21-9,90,BarChart - all same color,0.8868855,0.0127582,0.03
2014-11-20-21-9,91,BarChart - white,1.3468084,0.7758151,0.8
2014-11-20-21-9,92,BarChart - white,3.1932635,0.32978222,0.42
2014-11-20-21-9,93,BarChart - all same color,1.6343356,0.52020556,0.55
2014-11-20-21-9,94,BarChart - white,1.9974892,0.07131955,0.11
2014-11-20-21-9,95,BarChart - mark w/color,1.9422735,0.82281893,0.86
2014-11-20-21-9,96,BarChart - all different color,-0.3007618,0.116868235,0.11
2014-11-20-21-9,97,BarChart - white,-1.4971546,0.18770748,0.19
2014-11-20-21-9,98,BarChart - mark w/color,1.4853177,0.9067479,0.88
2014-11-20-21-9,99,BarChart - all same color,0.47762042,0.5426744,0.53
2014-11-20-21-9,100,BarChart - mark w/color,1.9974892,0.07131955,0.11
2014-11-20-21-9,101,BarChart - all different color,3.8179529,0.32978222,0.19
2014-11-20-21-9,102,BarChart - all same color,2.9854357,0.38205355,0.46
2014-11-20-21-9,103,BarChart - all different color,-0.3537296,0.5234244,0.53
2014-11-20-21-9,104,BarChart - all same color,1.581614,0.07131955,0.1
2014-11-20-21-9,105,BarChart - mark w/color,2.5436373,0.8370557,0.78
2014-11-20-21-9,106,BarChart - all different color,3.1176832,0.3344507,0.42
2014-11-20-21-9,107,BarChart - mark w/color,3.4785547,0.32978222,0.44
2014-11-20-21-9,108,BarChart - all same color,0.7710521,0.7758151,0.76
2014-11-20-21-9,109,BarChart - white,1.1406535,0.9692019,0.99
2014-11-20-21-9,110,BarChart - white,3.1374688,0.9067479,0.82
2014-11-20-21-9,111,BarChart - all different color,2.2985544,0.38205355,0.43
2014-11-20-21-9,112,BarChart - white,2.6098597,0.52020556,0.58
2014-11-20-21-9,113,BarChart - mark w/color,2.2692637,0.06304229,0.11
2014-11-20-21-9,114,BarChart - mark w/color,1.5909839,0.9588755,0.93
2014-11-20-21-9,115,BarChart - all different color,-1.8363994,0.9815502,0.98
2014-11-20-21-9,116,BarChart - all same color,2.3313267,0.7109232,0.76
2014-11-20-21-9,117,BarChart - mark w/color,2.3313267,0.7109232,0.76
2014-11-20-21-9,118,BarChart - all different color,2.3313267,0.7109232,0.76
2014-11-20-21-9,119,BarChart - all different color,2.3313267,0.7109232,0.76
2014-11-19-15-6,0,BarChart - white,0.569431,0.5364106,0.55
2014-11-19-15-6,1,BarChart - all different color,1.4991084,0.1270168,0.1
2014-11-19-15-6,2,BarChart - all same color,0.6203197,0.48587784,0.5
2014-11-19-15-6,3,BarChart - mark w/color,-0.5810284,0.95543486,0.95
2014-11-19-15-6,4,BarChart - white,1.0734448,0.63020545,0.65
2014-11-19-15-6,5,BarChart - all different color,1.4229913,0.1755641,0.15
2014-11-19-15-6,6,BarChart - mark w/color,1.5204407,0.22743787,0.2
2014-11-19-15-6,7,BarChart - white,1.4229913,0.1755641,0.15
2014-11-19-15-6,8,BarChart - mark w/color,1.4229913,0.1755641,0.15
2014-11-19-15-6,9,BarChart - all different color,2.5963454,0.25922528,0.2
2014-11-19-15-6,10,BarChart - mark w/color,-0.7065996,0.5451224,0.55
2014-11-19-15-6,11,BarChart - all same color,1.7426633,0.7677848,0.8
2014-11-19-15-6,12,BarChart - all different color,0.6203197,0.48587784,0.5
2014-11-19-15-6,13,BarChart - mark w/color,2.3777902,0.450724,0.4
2014-11-19-15-6,14,BarChart - white,0.66126007,0.31543538,0.33
2014-11-19-15-6,15,BarChart - all different color,1.2016883,0.57824916,0.6
2014-11-19-15-6,16,BarChart - all different color,-1.2823522,0.16286124,0.16
2014-11-19-15-6,17,BarChart - white,-1.2823522,0.16286124,0.16
2014-11-19-15-6,18,BarChart - mark w/color,1.5606731,0.57824916,0.55
2014-11-19-15-6,19,BarChart - all different color,2.4887114,0.5451224,0.6
2014-11-19-15-6,20,BarChart - white,1.6319736,0.9597437,0.93
2014-11-19-15-6,21,BarChart - all same color,0.34597233,0.09146007,0.08
2014-11-19-15-6,22,BarChart - all same color,1.0699551,0.9597437,0.94
2014-11-19-15-6,23,BarChart - all different color,0.55552626,0.663447,0.65
2014-11-19-15-6,24,BarChart - all same color,1.2252941,0.35213032,0.33
2014-11-19-15-6,25,BarChart - all same color,2.9413712,0.1755641,0.1
2014-11-19-15-6,26,BarChart - all same color,1.098772,0.6498328,0.67
2014-11-19-15-6,27,BarChart - white,4.1194572,0.22743787,0.4
2014-11-19-15-6,28,BarChart - all same color,1.729579,0.3180869,0.35
2014-11-19-15-6,29,BarChart - all same color,1.1565214,0.62104195,0.6
2014-11-19-15-6,30,BarChart - mark w/color,2.7086768,0.48587784,0.55
2014-11-19-15-6,31,BarChart - all same color,2.4835098,0.29532436,0.35
2014-11-19-15-6,32,BarChart - white,1.892502,0.48587784,0.45
2014-11-19-15-6,33,BarChart - all different color,1.1565214,0.62104195,0.6
2014-11-19-15-6,34,BarChart - all same color,2.502964,0.95543486,0.9
2014-11-19-15-6,35,BarChart - all same color,0.4093917,0.51203126,0.5
2014-11-19-15-6,36,BarChart - all different color,1.0699551,0.9597437,0.94
2014-11-19-15-6,37,BarChart - white,0.5141307,0.48696867,0.5
2014-11-19-15-6,38,BarChart - mark w/color,2.8287237,0.63020545,0.7
2014-11-19-15-6,39,BarChart - mark w/color,1.1565214,0.62104195,0.6
2014-11-19-15-6,40,BarChart - mark w/color,1.0280448,0.010857413,0.03
2014-11-19-15-6,41,BarChart - mark w/color,1.2537234,0.09259561,0.07
2014-11-19-15-6,42,BarChart - mark w/color,1.6076393,0.25922528,0.23
2014-11-19-15-6,43,BarChart - all same color,-0.37597054,0.09354413,0.1
2014-11-19-15-6,44,BarChart - all different color,1.0549825,0.41952693,0.4
2014-11-19-15-6,45,BarChart - all different color,3.4019942,0.80445665,0.7
2014-11-19-15-6,46,BarChart - all different color,2.3528366,0.6498328,0.6
2014-11-19-15-6,47,BarChart - all same color,2.5522394,0.09259561,0.15
2014-11-19-15-6,48,BarChart - all different color,1.0734448,0.63020545,0.65
2014-11-19-15-6,49,BarChart - mark w/color,1.0549825,0.41952693,0.4
2014-11-19-15-6,50,BarChart - all different color,1.9715438,0.51203126,0.55
2014-11-19-15-6,51,BarChart - all different color,1.2516968,0.22743787,0.25
2014-11-19-15-6,52,BarChart - all same color,3.3501296,0.450724,0.35
2014-11-19-15-6,53,BarChart - all same color,3.8280704,0.25922528,0.4
2014-11-19-15-6,54,BarChart - all different color,1.8632497,0.08486737,0.12
2014-11-19-15-6,55,BarChart - all different color,0.5141307,0.48696867,0.5
2014-11-19-15-6,56,BarChart - mark w/color,2.2922401,0.1522684,0.2
2014-11-19-15-6,57,BarChart - white,2.8030188,0.09146007,0.16
2014-11-19-15-6,58,BarChart - white,2.5522394,0.09259561,0.15
2014-11-19-15-6,59,BarChart - all same color,-0.8092867,0.80445665,0.8
2014-11-19-15-6,60,BarChart - mark w/color,1.729579,0.3180869,0.35
2014-11-19-15-6,61,BarChart - white,2.337026,0.450724,0.5
2014-11-19-15-6,62,BarChart - white,-1.736568,0.57824916,0.58
2014-11-19-15-6,63,BarChart - mark w/color,3.381743,0.1270168,0.23
2014-11-19-15-6,64,BarChart - all same color,0.71216685,0.08486737,0.1
2014-11-19-15-6,65,BarChart - all different color,3.485092,0.450724,0.34
2014-11-19-15-6,66,BarChart - all same color,3.5085824,0.22743787,0.34
2014-11-19-15-6,67,BarChart - white,0.92863744,0.7677848,0.75
2014-11-19-15-6,68,BarChart - all same color,2.4887114,0.5451224,0.6
2014-11-19-15-6,69,BarChart - white,2.420035,0.1522684,0.1
2014-11-19-15-6,70,BarChart - all same color,0.4349238,0.1522684,0.14
2014-11-19-15-6,71,BarChart - mark w/color,1.9342779,0.48696867,0.45
2014-11-19-15-6,72,BarChart - all different color,0.42011264,0.35213032,0.34
2014-11-19-15-6,73,BarChart - all different color,2.7873235,0.7677848,0.7
2014-11-19-15-6,74,BarChart - mark w/color,2.2135844,0.08486737,0.13
2014-11-19-15-6,75,BarChart - mark w/color,0.13667578,0.9597437,0.95
2014-11-19-15-6,76,BarChart - mark w/color,1.7426633,0.7677848,0.8
2014-11-19-15-6,77,BarChart - all different color,2.1993,0.29532436,0.34
2014-11-19-15-6,78,BarChart - mark w/color,2.5799026,0.09146007,0.15
2014-11-19-15-6,79,BarChart - white,2.502964,0.95543486,0.9
2014-11-19-15-6,80,BarChart - white,0.95135504,0.3180869,0.3
2014-11-19-15-6,81,BarChart - white,2.7308059,0.08486737,0.15
2014-11-19-15-6,82,BarChart - all different color,2.315854,0.09146007,0.14
2014-11-19-15-6,83,BarChart - white,2.4778497,0.80445665,0.75
2014-11-19-15-6,84,BarChart - all same color,0.50926036,0.1270168,0.14
2014-11-19-15-6,85,BarChart - white,0.55552626,0.663447,0.65
2014-11-19-15-6,86,BarChart - mark w/color,2.759281,0.09354413,0.16
2014-11-19-15-6,87,BarChart - all different color,3.0559435,0.3180869,0.4
2014-11-19-15-6,88,BarChart - all same color,0.5141307,0.48696867,0.5
2014-11-19-15-6,89,BarChart - white,2.5287182,0.09354413,0.15
2014-11-19-15-6,90,BarChart - mark w/color,-1.5647641,0.35213032,0.35
2014-11-19-15-6,91,BarChart - all same color,1.2016883,0.57824916,0.6
2014-11-19-15-6,92,BarChart - all same color,0.055554852,0.010857413,0.02
2014-11-19-15-6,93,BarChart - all different color,-1.5070131,0.1522684,0.15
2014-11-19-15-6,94,BarChart - all different color,0.7385397,0.95543486,0.94
2014-11-19-15-6,95,BarChart - white,1.4991084,0.1270168,0.1
2014-11-19-15-6,96,BarChart - white,3.4049802,0.29532436,0.4
2014-11-19-15-6,97,BarChart - white,1.6655316,0.41952693,0.45
2014-11-19-15-6,98,BarChart - all different color,1.8405484,0.31543538,0.35
2014-11-19-15-6,99,BarChart - all same color,1.0549825,0.41952693,0.4
2014-11-19-15-6,100,BarChart - all different color,-0.20849527,0.09259561,0.1
2014-11-19-15-6,101,BarChart - mark w/color,3.4019942,0.80445665,0.7
2014-11-19-15-6,102,BarChart - mark w/color,2.3528366,0.6498328,0.6
2014-11-19-15-6,103,BarChart - white,2.3528366,0.6498328,0.6
2014-11-19-15-6,104,BarChart - white,-1.5647641,0.35213032,0.35
2014-11-19-15-6,105,BarChart - mark w/color,1.9406841,0.16286124,0.2
2014-11-19-15-6,106,BarChart - all different color,-2.2464552,0.010857413,0.01
2014-11-19-15-6,107,BarChart - all same color,0.4968445,0.16286124,0.15
2014-11-19-15-6,108,BarChart - mark w/color,2.6617787,0.51203126,0.45
2014-11-19-15-6,109,BarChart - white,1.9715438,0.51203126,0.55
2014-11-19-15-6,110,BarChart - all same color,-0.35790026,0.663447,0.67
2014-11-19-15-6,111,BarChart - all different color,1.4701915,0.09354413,0.12
2014-11-19-15-6,112,BarChart - mark w/color,0.8321191,0.663447,0.68
2014-11-19-15-6,113,BarChart - white,3.9646537,0.5451224,0.7
2014-11-19-15-6,114,BarChart - mark w/color,0.73858345,0.31543538,0.3
2014-11-19-15-6,115,BarChart - white,3.4857454,0.25922528,0.37
2014-11-19-15-6,116,BarChart - all same color,1.0734448,0.63020545,0.65
2014-11-19-15-6,117,BarChart - all same color,0.66126007,0.31543538,0.33
2014-11-19-15-6,118,BarChart - white,-2.2464552,0.010857413,0.01
